Tabla 1
Rubro,Código Sistema,Codigo,"Nombre (Producto,Servicio,Paquete)",C.U. Enero,C.U. Febrero,C.U. Marzo,C.U. Abril,C.U. Mayo,C.U. Junio,C.U. Julio,C.U. Agosto,C.U. Septiembre,C.U. Octubre,C.U. Noviembre2,C.U. Diciembre,
MUESTRAS,809220,809220,AVIKO FRIP´N DIP SKINON 5X2000 G, 	391.36 , 	391.36 , 	391.36 , 	391.36 ,391.36 ,,,,,,,,
MUESTRAS,809222,809222,AVIKP CAJUN FRIES 6X2000 G ASIA, 	529.56 , 	529.56 , 	529.56 , 	529.56 ,529.56 ,,,,,,,,
MUESTRAS,809377,809377,AVIKO H JACKET WEDGES 4X2500 G, 	363.06 , 	363.06 , 	363.06 , 	363.06 ,363.06 ,,,,,,,,
MUESTRAS,809412,809412,AVIKO H CRUNCHY JACKET WEDGES 4X2500 G, 	433.30 , 	433.30 , 	433.30 , 	433.30 ,433.30 ,,,,,,,,
MUESTRAS,809767,809767,AVIKO H PREM. CRUNCH 9.5 MM SKINON, 	345.38 , 	345.38 , 	345.38 , 	345.38 ,345.38 ,,,,,,,,
MUESTRAS,809911,809911,AVIKO DEEP CRINKLE SLICES 4X2500, 	448.46 , 	448.46 , 	448.46 , 	448.46 ,448.46 ,,,,,,,,
MUESTRAS,01AVK38,802142,'802142 - AVK PAPA CORTE RECTO 3/8 (4x2.5 Kg), 	302.66 , 	302.66 , 	302.66 , 	302.66 , 	302.66 ,,,,,,,,
MUESTRAS,01AVKARO,806982,'806982 - AVK AROS DE CEBOLLA (6x1 Kg), 	336.21 , 	336.21 , 	336.21 , 	336.21 , 	336.21 ,,,,,,,,
MUESTRAS,01AVKCRISP,809025,'809025 - AVK CRISPYCHURROS ( 4X2.5 Kg.), 	200.65 , 	200.65 , 	200.65 , 	200.65 , 	200.65 ,,,,,,,,
MUESTRAS,01AVKRZIG,805411,'805411 - AVK PAPA ZIG ZAG (12x750 Grs), 	334.10 , 	334.10 , 	334.10 , 	334.10 , 	334.10 ,,,,,,,,
MUESTRAS,01CAS38,260612,'260612 - PAPA CASTEL STRAIGHT CUT ( 4 x 2.5 Kg ), 	280.21 , 	280.21 , 	280.21 , 	280.21 , 	280.21 ,,,,,,,,
MUESTRAS,01WER12,102419,'102419 - PAPA ONDULADA 1/2. (4x 2.5 Kg), 	291.60 , 	291.60 , 	291.60 , 	291.60 , 	291.60 ,,,,,,,,
MUESTRAS,01WER14,102211,'102211 - PAPA DELGADA 1/4. (4x 2.5 Kg), 	304.87 , 	304.87 , 	304.87 , 	304.87 , 	304.87 ,,,,,,,,
MUESTRAS,01WER14CC,102310,'102310 - PAPA DELGADA 1/4 C/ COB.  (4x 2.5 Kg), 	359.13 , 	359.13 , 	359.13 , 	359.13 , 	359.13 ,,,,,,,,
MUESTRAS,01WER38,102013,'102013 - PAPA RECTA 3/8. (4x 2.5 Kg), 	305.51 , 	305.51 , 	305.51 , 	305.51 , 	305.51 ,,,,,,,,
MUESTRAS,01WER38CC,102341,'102341 - PAPA RECTA 3/8 C/ COB. (4x 2.5 Kg), 	339.49 , 	339.49 , 	339.49 , 	339.49 , 	339.49 ,,,,,,,,
MUESTRAS,01WER38CCC,104215,'104215 - PAPA RECTA 3/8 C/ COB. Y CAS.  (4x 2.5 Kg), 	346.44 , 	346.44 , 	346.44 , 	346.44 , 	346.44 ,,,,,,,,
MUESTRAS,01WERGAJO,114054,'114054 - PAPA GAJO SAZONADO. (4x 2.5 Kg), 	359.52 , 	359.52 , 	359.52 , 	359.52 , 	359.52 ,,,,,,,,
MUESTRAS,01WERITA,114405,'114405 - PATATE FETTE, 	417.90 , 	417.90 , 	417.90 , 	417.90 , 	417.90 ,,,,,,,,
MUESTRAS,01WERREJIL,105595,'105595 - FROZEN BLACK PEPPER  (4x 2.5 Kg), 	382.66 , 	382.66 , 	382.66 , 	382.66 , 	382.66 ,,,,,,,,
MUESTRAS,02ARA01,02ARA01,PICAÑA DE CERDO 1 KG., 	86.00 , 	86.00 , 	86.00 , 	86.00 , 	86.00 ,,,,,,,,
MUESTRAS,02ARA02,02ARA02,PICAÑA DE CERDO 500 GR., 	46.00 , 	46.00 , 	46.00 , 	46.00 , 	46.00 ,,,,,,,,
MUESTRAS,02ARA03,02ARA03,ARRACHERA MARNADA (CERDO) PREMIUM 1KG., 	80.00 , 	80.00 , 	80.00 , 	80.00 , 	80.00 ,,,,,,,,
MUESTRAS,02ARA04,02ARA04,ARRACHERA MARINADA (CERDO) PREMIUM 500 GR., 	43.00 , 	43.00 , 	43.00 , 	43.00 , 	43.00 ,,,,,,,,
MUESTRAS,02ARA05,02ARA05,ARRACHERA BASICO BEEF 1 KG., 	75.00 , 	75.00 , 	75.00 , 	75.00 , 	75.00 ,,,,,,,,
MUESTRAS,02ARA08,02ARA08,CHICHARRON PRENSADO 1 KG. (APROX), 	116.00 , 	116.00 , 	116.00 , 	116.00 , 	116.00 ,,,,,,,,
MUESTRAS,02ARA12,02ARA12,TOCINO AHUMADO REBANADO 1 KG., 	108.57 , 	108.57 , 	108.57 , 	108.57 , 	108.57 ,,,,,,,,
MUESTRAS,02ARA13,02ARA13,CHULETA AHUMADA REBANADA 1 KG., 	83.00 , 	83.00 , 	83.00 , 	83.00 , 	83.00 ,,,,,,,,
MUESTRAS,02ARA15,02ARA15,CHORIZO RANCHERO 1 KG., 	65.00 , 	65.00 , 	65.00 , 	65.00 , 	65.00 ,,,,,,,,
MUESTRAS,02DBC03,02DBC03,NEW YORK DE NOVILLO AL VACIO, 	151.51 , 	151.51 , 	151.51 , 	151.51 , 	151.51 ,,,,,,,,
MUESTRAS,02DBC06,02DBC06,TOP-SIRLOIN DE NOVILLO AL VACIO, 	191.19 , 	191.19 , 	191.19 , 	191.19 , 	191.19 ,,,,,,,,
MUESTRAS,02DBC08,02DBC08,RIB EYE DE NOVILLO AL VACIO, 	265.00 , 	265.00 , 	265.00 , 	265.00 , 	265.00 ,,,,,,,,
MUESTRAS,02GDA01,02GDA01,102419 - PAPA ONDULADA 1/2. (4x 2.5 Kg), 	56.00 , 	56.00 , 	56.00 , 	56.00 , 	56.00 ,,,,,,,,
MUESTRAS,02GDA02,02GDA02,102419 - PAPA ONDULADA 1/2. (4x 2.5 Kg), 	56.00 , 	56.00 , 	56.00 , 	56.00 , 	56.00 ,,,,,,,,
MUESTRAS,02PRT04,02PRT04,ALAS DE CERDO, 	82.00 , 	82.00 , 	82.00 , 	82.00 , 	82.00 ,,,,,,,,
MUESTRAS,02RBC19,02RBC19,HUESO TUETANERO, 	71.00 , 	71.00 , 	71.00 , 	71.00 , 	71.00 ,,,,,,,,
MUESTRAS,02RIM01,02RIM01,102419 - PAPA ONDULADA 1/2. (4x 2.5 Kg), 	85.00 , 	85.00 , 	85.00 , 	85.00 , 	85.00 ,,,,,,,,
MUESTRAS,02SJX01,02SJX01,PEPPERONI TWOPACK GREAT FOR CHEF (6x2 kg.)," 	1,085.88 "," 	1,085.88 "," 	1,085.88 "," 	1,085.88 "," 	1,085.88 ",,,,,,,,
MUESTRAS,02XGX02,02XGX02,CHAMBERETE CON HUESO, 	90.00 , 	90.00 , 	90.00 , 	90.00 , 	90.00 ,,,,,,,,
MUESTRAS,03AML01,03AML01,QUESO CLASICO MOZZARELLA 1 kg. (70-30), 	73.01 , 	73.01 , 	73.01 , 	73.01 , 	73.01 ,,,,,,,,
MUESTRAS,03AML02,03AML02,QUESO SUPREMO MOZZARELLA 1 kg. (90-10), 	95.00 , 	95.00 , 	95.00 , 	95.00 , 	95.00 ,,,,,,,,
MUESTRAS,03CRE01,03CRE01,DEDOS DE QUESO W.P. (12x1 KG)," 	1,296.02 "," 	1,296.02 "," 	1,296.02 "," 	1,296.02 "," 	1,296.02 ",,,,,,,,
MUESTRAS,03CUA10,03CUA10,QUESO AMARILLO CUADRITOS 17 % (104 PZAS), 	231.93 , 	231.93 , 	231.93 , 	231.93 , 	231.93 ,,,,,,,,
MUESTRAS,03GON01,03GON01,DEDOS DE QUESO 10 cm., 	115.00 , 	115.00 , 	115.00 , 	115.00 , 	115.00 ,,,,,,,,
MUESTRAS,03GON02,03GON02,BOLITA DE QUESO CONGELADO, 	115.00 , 	115.00 , 	115.00 , 	115.00 , 	115.00 ,,,,,,,,
MUESTRAS,03PRO04,03PRO04,QUESO MOZZARELLA CUBICADO 6.804 Kg, 	110.00 , 	110.00 , 	110.00 , 	110.00 , 	110.00 ,,,,,,,,
MUESTRAS,03PRO06,03PRO06,ORILLAS-QUESO MOZZARELLA PLD 6.81 kg.," 	1,260.00 "," 	1,260.00 "," 	1,260.00 "," 	1,260.00 "," 	1,260.00 ",,,,,,,,
MUESTRAS,03QDL23,03QDL23,SALSA QUESO CHEDDAR LATA 3KG, 	154.00 , 	154.00 , 	154.00 , 	154.00 , 	154.00 ,,,,,,,,
MUESTRAS,03QDL25,03QDL25,QUESO AMARILLO PRIMAVERA  (104 Reb.), 	197.20 , 	197.20 , 	197.20 , 	197.20 , 	197.20 ,,,,,,,,
MUESTRAS,04ADI02,04ADI02,"ALITAS DE POLLO 1 Y 2 ""HARRISON"" 18.16 KG", 	918.55 , 	918.55 , 	918.55 , 	918.55 , 	918.55 ,,,,,,,,
MUESTRAS,04ALT08,04ALT08,"ALA DE POLLO CORTE 1 ""GT FOODS"" 15 KG.", 	810.00 , 	810.00 , 	810.00 , 	810.00 , 	810.00 ,,,,,,,,
MUESTRAS,04APA02,04APA02,'9800-PECHUGA S/H IQG-11kg., 	79.50 , 	79.50 , 	79.50 , 	79.50 , 	79.50 ,,,,,,,,
MUESTRAS,04APA04,04APA04,'11802-PECHUGA S/H IQF-11 kg., 	75.00 , 	75.00 , 	75.00 , 	75.00 , 	75.00 ,,,,,,,,
MUESTRAS,04CMAR06,04CMAR06,NUGGET EMPANIZADO Freskecito (4 bolsas), 	50.20 , 	50.20 , 	50.20 , 	50.20 , 	50.20 ,,,,,,,,
MUESTRAS,04CRE01,04CRE01,102419 - PAPA ONDULADA 1/2. (4x 2.5 Kg), 	672.00 , 	672.00 , 	672.00 , 	672.00 , 	672.00 ,,,,,,,,
MUESTRAS,04CRE02,04CRE02,102419 - PAPA ONDULADA 1/2. (4x 2.5 Kg), 	570.00 , 	570.00 , 	570.00 , 	570.00 , 	570.00 ,,,,,,,,
MUESTRAS,04CRE04,04CRE04,NUGGET W.P. 12 KG (6x2 kg.), 	695.99 , 	695.99 , 	695.99 , 	695.99 , 	695.99 ,,,,,,,,
MUESTRAS,04CYC01,04CYC01,BONELESS CH. (5x2 kg.)," 	1,086.29 "," 	1,086.29 "," 	1,086.29 "," 	1,086.29 "," 	1,086.29 ",,,,,,,,
MUESTRAS,04FQD02,04FQD02,NUGGET DE PECHUGA EMP. CRUNCHY (6x2 KG), 	727.20 , 	727.20 , 	727.20 , 	727.20 , 	727.20 ,,,,,,,,
MUESTRAS,04GON02,04GON02,102419 - PAPA ONDULADA 1/2. (4x 2.5 Kg), 	75.00 , 	75.00 , 	75.00 , 	75.00 , 	75.00 ,,,,,,,,
MUESTRAS,04JAL01,04JAL01,NUGGET DINO PREMIUM 10 KG (5x2 kg), 	670.00 , 	670.00 , 	670.00 , 	670.00 , 	670.00 ,,,,,,,,
MUESTRAS,04PPR01,04PPR01,PIL TENDER (6x2 kg)," 	1,452.00 "," 	1,452.00 "," 	1,452.00 "," 	1,452.00 "," 	1,452.00 ",,,,,,,,
MUESTRAS,04RCA05,04RCA05,ALA 1 y 2 ALLIZ 15 KG., 	59.00 , 	59.00 , 	59.00 , 	59.00 , 	59.00 ,,,,,,,,
MUESTRAS,04RIH01,04RIH01,BONELL (5x2 kg.), 	114.00 , 	114.00 , 	114.00 , 	114.00 , 	114.00 ,,,,,,,,
MUESTRAS,08FOO01,08FOO01,PIZZA 20 CM JAMON, 	33.78 , 	33.78 , 	33.78 , 	33.78 , 	33.78 ,,,,,,,,
MUESTRAS,08FOO02,08FOO02,PIZZA 20 CM PEPPERONI, 	33.78 , 	33.78 , 	33.78 , 	33.78 , 	33.78 ,,,,,,,,
MUESTRAS,08FOO03,08FOO03,PIZZA 20 CM QUESOS, 	33.78 , 	33.78 , 	33.78 , 	33.78 , 	33.78 ,,,,,,,,
MUESTRAS,08FOO04,08FOO04,PIZZA 20 CM SALCHICHA, 	33.78 , 	33.78 , 	33.78 , 	33.78 , 	33.78 ,,,,,,,,
MUESTRAS,08FOO05,08FOO05,PIZZA 20 CM HAWAIANA, 	33.78 , 	33.78 , 	33.78 , 	33.78 , 	33.78 ,,,,,,,,
MUESTRAS,08FOO06,08FOO06,PIZZA 20 CM CHORIZO, 	33.78 , 	33.78 , 	33.78 , 	33.78 , 	33.78 ,,,,,,,,
MUESTRAS,08GON01,08GON01,PIZZA PEPERONI, 	98.00 , 	98.00 , 	98.00 , 	98.00 , 	98.00 ,,,,,,,,
MUESTRAS,08GON02,08GON02,PIZZA 4 QUESOS, 	98.00 , 	98.00 , 	98.00 , 	98.00 , 	98.00 ,,,,,,,,
MUESTRAS,08GON03,08GON03,PIZZA HAWAIANA, 	98.00 , 	98.00 , 	98.00 , 	98.00 , 	98.00 ,,,,,,,,
MUESTRAS,08GON04,08GON04,PIZZA AL PASTOR, 	98.00 , 	98.00 , 	98.00 , 	98.00 , 	98.00 ,,,,,,,,
MUESTRAS,08GON05,08GON05,PIZZA MARGARITA, 	98.00 , 	98.00 , 	98.00 , 	98.00 , 	98.00 ,,,,,,,,
MUESTRAS,08GON06,08GON06,PIZZA CHAMPIÑON, 	98.00 , 	98.00 , 	98.00 , 	98.00 , 	98.00 ,,,,,,,,
MUESTRAS,08GON07,08GON07,PIZZA CHAMPI-JAMON, 	98.00 , 	98.00 , 	98.00 , 	98.00 , 	98.00 ,,,,,,,,
MUESTRAS,08GON08,08GON08,PIZZA CARNIVORA, 	98.00 , 	98.00 , 	98.00 , 	98.00 , 	98.00 ,,,,,,,,
MUESTRAS,08QDL01,08QDL01,MINI PIZZA PEPPERONI, 	38.50 , 	38.50 , 	38.50 , 	38.50 ,38.50 ,,,,,,,,
MUESTRAS,08QDL02,08QDL02,MINI PIZZA 3 QUESOS, 	38.50 , 	38.50 , 	38.50 , 	38.50 ,38.50 ,,,,,,,,
MUESTRAS,R01AV38450,807329,'807329 - PAPA RECTA 3/8 ORIGINAL 450 Grs, 	339.18 , 	339.18 , 	339.18 , 	339.18 , 	339.18 ,,,,,,,,
MUESTRAS,R01AVGAJO,807679,'807679 - PAPA GAJO SAZONADO 500 Grs, 	381.10 , 	381.10 , 	381.10 , 	381.10 , 	381.10 ,,,,,,,,
MUESTRAS,R01AVKR1KG,807769,'807769 - PAPA CORTE RECTO 1 KILO 1000 GRS, 	347.06 , 	347.06 , 	347.06 , 	347.06 , 	347.06 ,,,,,,,,
MUESTRAS,R06CAMP01,R06CAMP01,MEZCLA DE MORAS IQF 500 Grs, 	307.00 , 	307.00 , 	307.00 , 	307.00 , 	307.00 ,,,,,,,,
MUESTRAS,R06CAMP02,R06CAMP02,MANGO CONGELADO 500 Grs, 	761.00 , 	761.00 , 	761.00 , 	761.00 , 	761.00 ,,,,,,,,
MUESTRAS,R06CAMP06,R06CAMP06,MANGO CON CHAMOY 226 Grs, 	260.08 , 	260.08 , 	260.08 , 	260.08 , 	260.08 ,,,,,,,,
MUESTRAS,R06CAMP07,R06CAMP07,FRESA C/ AZUCAR 283 gr, 	303.00 , 	303.00 , 	303.00 , 	303.00 , 	303.00 ,,,,,,,,
MUESTRAS,R06CAMP08,R06CAMP08,MEZCLA DE MORAS PURE-PAK 24/226 Grs, 	307.15 , 	307.15 , 	307.15 , 	307.15 , 	307.15 ,,,,,,,,
MUESTRAS,R06CAMP09,R06CAMP09,MANGO PURE-PAK 226 Grs, 	260.00 , 	260.00 , 	260.00 , 	260.00 , 	260.00 ,,,,,,,,
MUESTRAS,R06CAMPFC,R06CAMPFC,7501110400054 - FRESAS CONGELADAS 500 Grs, 	761.00 , 	761.00 , 	761.00 , 	761.00 , 	761.00 ,,,,,,,,
MUESTRAS,R06CAMPFCC,R06CAMPFCC,'7501110400047 - FRESAS CONGELADAS C/ CREMA 283 Grs, 	30.82 , 	30.82 , 	30.82 , 	30.82 , 	30.82 ,,,,,,,,
MUESTRAS,R06VLP01,101749,'101749 - MEZCLA CALIFORNIA IQF (20X500 g.), 	353.80 , 	353.80 , 	353.80 , 	353.80 , 	353.80 ,,,,,,,,
QR,102013,102013,'102013 - PAPA RECTA 3/8. (4x 2.5 Kg), 	318.12 , 	318.12 , 	318.12 , 	318.12 , 	318.12 ,,,,,,,,
QR,102211,102211,102211 - PAPA DELGADA 1/4. (4x 2.5 Kg), 	360.56 , 	360.56 , 	360.56 , 	360.56 , 	360.56 ,,,,,,,,
QR,102310,102310,'102310 - PAPA DELGADA 1/4 C/ COB.  (4x 2.5 Kg), 	361.11 , 	361.11 , 	361.11 , 	361.11 , 	361.11 ,,,,,,,,
QR,102341,102341,'102341 - PAPA RECTA 3/8 C/ COB. (4x 2.5 Kg), 	290.71 , 	290.71 , 	290.71 , 	290.71 , 	290.71 ,,,,,,,,
QR,102419,102419,'102419 - PAPA ONDULADA 1/2. (4x 2.5 Kg), 	257.12 , 	257.12 , 	257.12 , 	257.12 , 	257.12 ,,,,,,,,
QR,104215,104215,104215 - PAPA RECTA 3/8 C/ COB. Y CAS.  (4x 2.5 Kg), 	393.15 , 	393.15 , 	393.15 , 	393.15 , 	393.15 ,,,,,,,,
QR,105632,105632,FROZEN FRENCH FRIES 3/8 4X2.5 KG PREMIER GOLD, 	258.94 , 	258.94 , 	258.94 , 	258.94 , 	258.94 ,,,,,,,,
QR,114054,114054,'114054 - PAPA GAJO SAZONADO. (4x 2.5 Kg), 	370.20 , 	370.20 , 	370.20 , 	370.20 , 	370.20 ,,,,,,,,
QR,260612,260612,'260612 - PAPA CASTEL STRAIGHT CUT ( 4 x 2.5 Kg ), 	256.47 , 	256.47 , 	256.47 , 	256.47 , 	256.47 ,,,,,,,,
QR,802142,802142,'802142 - AVK PAPA CORTE RECTO 3/8 (4x2.5 Kg), 	291.71 , 	291.71 , 	291.71 , 	291.71 , 	291.71 ,,,,,,,,
QR,803528,803528,AVIKO H POMMES FRITES 11 MM 7/1 64X2500 GRS, 	264.35 , 	264.35 , 	264.35 , 	264.35 , 	264.35 ,,,,,,,,
QR,804104,804104,'804104 - AVK TRIANGULO HASHBROWNS (4x2.5 Kg), 	404.86 , 	404.86 , 	404.86 , 	404.86 , 	404.86 ,,,,,,,,
QR,805567,805567,AVIKO RÖSTIKO ROUNDS FRYER 4X2500G, 	406.79 , 	406.79 , 	406.79 , 	406.79 , 	406.79 ,,,,,,,,
QR,806685,806685,AVIKO H PREM. CRUNCH SHOESTRING 7MM 4X2270g, 	360.49 , 	360.49 , 	360.49 , 	360.49 , 	360.49 ,,,,,,,,
QR,806686,806686,AVIKO H. PREM CRUNCH 9.5mm  3/8 4X2270g, 	277.41 , 	277.41 , 	277.41 , 	277.41 , 	277.41 ,,,,,,,,
VERACRUZ,260612,260612,'260612 - PAPA CASTEL STRAIGHT CUT ( 4 x 2.5 Kg ), 	266.66 , 	266.66 , 	266.66 , 	266.66 , 	266.66 ,,,,,,,,
VERACRUZ,806694,806694,AVIKO H SUPER CRUNCH 9.5MM 3/8 4X2500G, 	-   , 	-   ,0.00 , 	-   , 	-   ,,,,,,,,
VERACRUZ,806982,806982,806982 - AVK AROS DE CEBOLLA (6x1 Kg), 	-   , 	-   ,0.00 , 	-   , 	-   ,,,,,,,,
